Code,Gemeentecode,Gemeentenaam,Gemeentenummer,Provincie,Provinciecode,Provincienummer,Veiligheidsregio,Veiligheidsregiocode,Veiligheidsregionummer,GGD_regio,GGD_regiocode,GGD_regionummer,Shape__Area,Shape__Length,Datum,Meldingen,Ziekenhuisopnamen,Overleden,Bevolkingsaantal,Meldingen_100000,Ziekenhuisopnamen_100000,Overleden_100000,ObjectId
0437,GM0437,Ouder-Amstel,437,Noord-Holland,PV27,27,Amsterdam-Amstelland,VR13,13,GGD Amsterdam,GG3406,3406,25830643.6008987,32174.5964884563,2021-07-22T00:00:00Z,1476,16,5,14029,10521.1,114,35.6,232
1970,GM1970,Noardeast-Fryslân,1970,Friesland,PV21,21,Fryslân,VR02,2,GGD Fryslân,GG7206,7206,396993475.458534,142960.354601883,2021-07-22T00:00:00Z,3397,48,38,45251,7507,106.1,84,209
0753,GM0753,Best,753,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,35076875.9097519,28014.526734097,2021-07-22T00:00:00Z,3277,56,30,29985,10928.8,186.8,100.1,39
1730,GM1730,Tynaarlo,1730,Drenthe,PV22,22,Drenthe,VR03,3,GGD Drente,GG0706,706,147719556.230568,90930.1218085009,2021-07-22T00:00:00Z,1790,24,24,33879,5283.5,70.8,70.8,289
1641,GM1641,Maasgouw,1641,Limburg,PV31,31,Limburg-Noord,VR23,23,GGD Limburg-Noord,GG6011,6011,58140916.5135002,48194.5594520236,2021-07-22T00:00:00Z,2646,43,36,23960,11043.4,179.5,150.3,185
0197,GM0197,Aalten,197,Gelderland,PV25,25,Noord- en Oost-Gelderland,VR06,6,GGD Noord- en Oost-Gelderland,GG1413,1413,97029805.3573914,51271.5375751559,2021-07-22T00:00:00Z,2609,32,22,27117,9621.3,118,81.1,5
0441,GM0441,Schagen,441,Noord-Holland,PV27,27,Noord-Holland-Noord,VR10,10,GGD Hollands-Noorden,GG2707,2707,171943626.68433,65526.6028088068,2021-07-22T00:00:00Z,4879,56,58,46482,10496.5,120.5,124.8,257
1731,GM1731,Midden-Drenthe,1731,Drenthe,PV22,22,Drenthe,VR03,3,GGD Drente,GG0706,706,345840045.830597,111475.326016188,2021-07-22T00:00:00Z,2172,35,30,33182,6545.7,105.5,90.4,194
1711,GM1711,Echt-Susteren,1711,Limburg,PV31,31,Limburg-Noord,VR23,23,GGD Limburg-Noord,GG6011,6011,104663101.54911,64772.546372483,2021-07-22T00:00:00Z,3241,65,36,31618,10250.5,205.6,113.9,88
0119,GM0119,Meppel,119,Drenthe,PV22,22,Drenthe,VR03,3,GGD Drente,GG0706,706,57041414.043541,52008.3068091224,2021-07-22T00:00:00Z,2470,34,27,33902,7285.7,100.3,79.6,191
0362,GM0362,Amstelveen,362,Noord-Holland,PV27,27,Amsterdam-Amstelland,VR13,13,GGD Amsterdam,GG3406,3406,44064698.822216,31669.8206546904,2021-07-22T00:00:00Z,8634,136,92,91691,9416.4,148.3,100.3,17
0512,GM0512,Gorinchem,512,Zuid-Holland,PV28,28,Zuid-Holland-Zuid,VR18,18,Dienst Gezondheid & Jeugd Zuid-Holland Zuid,GG4816,4816,21948275.2225838,23915.4120943715,2021-07-22T00:00:00Z,4507,48,42,37009,12178.1,129.7,113.5,111
0312,GM0312,Bunnik,312,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,37524157.4967041,34130.1409502819,2021-07-22T00:00:00Z,1277,22,12,15191,8406.3,144.8,79,57
0118,GM0118,Hoogeveen,118,Drenthe,PV22,22,Drenthe,VR03,3,GGD Drente,GG0706,706,129272744.523582,64660.0322424339,2021-07-22T00:00:00Z,4906,77,41,55697,8808.4,138.2,73.6,148
1959,GM1959,Altena,1959,Noord-Brabant,PV30,30,Midden- en West-Brabant,VR20,20,GGD West-Brabant,GG5206,5206,226664353.93116,87443.2766789959,2021-07-22T00:00:00Z,7199,87,68,55980,12859.9,155.4,121.5,14
0965,GM0965,Simpelveld,965,Limburg,PV31,31,Zuid-Limburg,VR24,24,GGD Zuid-Limburg,GG6106,6106,16044392.3415871,19514.560634716,2021-07-22T00:00:00Z,943,27,9,10552,8936.7,255.9,85.3,262
0375,GM0375,Beverwijk,375,Noord-Holland,PV27,27,Kennemerland,VR12,12,GGD Kennemerland,GG3109,3109,18882322.3896828,25629.9009404413,2021-07-22T00:00:00Z,4554,45,42,41613,10943.7,108.1,100.9,41
0216,GM0216,Culemborg,216,Gelderland,PV25,25,Gelderland-Zuid,VR08,8,GGD Gelderland-Zuid,GG2014,2014,31178099.7203636,29219.1509150401,2021-07-22T00:00:00Z,2961,47,22,28956,10225.9,162.3,76,65
0815,GM0815,Mill en Sint Hubert,815,Noord-Brabant,PV30,30,Brabant-Noord,VR21,21,GGD Hart voor Brabant,GG5406,5406,53140981.2618637,35237.9056306991,2021-07-22T00:00:00Z,1282,17,10,10941,11717.4,155.4,91.4,196
0809,GM0809,Loon op Zand,809,Noord-Brabant,PV30,30,Midden- en West-Brabant,VR20,20,GGD Hart voor Brabant,GG5406,5406,50668813.2823677,33544.2000345061,2021-07-22T00:00:00Z,2849,52,37,23407,12171.6,222.2,158.1,180
0277,GM0277,Rozendaal,277,Gelderland,PV25,25,Gelderland-Midden,VR07,7,Veiligheids- en Gezondheidsregio Gelderland-Midden,GG1911,1911,27945348.8882904,25120.5991224231,2021-07-22T00:00:00Z,120,1,0,1705,7038.1,58.7,0,255
0098,GM0098,Weststellingwerf,98,Friesland,PV21,21,Fryslân,VR02,2,GGD Fryslân,GG7206,7206,228373253.201599,84585.3929436924,2021-07-22T00:00:00Z,1920,20,29,25916,7408.6,77.2,111.9,331
0971,GM0971,Stein,971,Limburg,PV31,31,Zuid-Limburg,VR24,24,GGD Zuid-Limburg,GG6106,6106,22823651.7142334,30220.7031864365,2021-07-22T00:00:00Z,2486,78,24,25000,9944,312,96,277
0668,GM0668,West Maas en Waal,668,Gelderland,PV25,25,Gelderland-Zuid,VR08,8,GGD Gelderland-Zuid,GG2014,2014,85154171.8255119,47557.9128941368,2021-07-22T00:00:00Z,2141,25,19,19320,11081.8,129.4,98.3,325
1771,GM1771,Geldrop-Mierlo,1771,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,31409182.1568604,28551.0235979026,2021-07-22T00:00:00Z,4651,77,28,39733,11705.6,193.8,70.5,103
0632,GM0632,Woerden,632,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,92952335.9593582,50942.1880871584,2021-07-22T00:00:00Z,5665,143,39,52294,10833,273.5,74.6,339
0088,GM0088,Schiermonnikoog,88,Friesland,PV21,21,Fryslân,VR02,2,GGD Fryslân,GG7206,7206,44646473.162796,50548.5485603487,2021-07-22T00:00:00Z,48,1,2,947,5068.6,105.6,211.2,260
0880,GM0880,Wormerland,880,Noord-Holland,PV27,27,Zaanstreek-Waterland,VR11,11,GGD Zaanstreek/Waterland,GG7306,7306,45160090.4848862,30557.8764136949,2021-07-22T00:00:00Z,1707,35,33,16299,10473,214.7,202.5,340
0335,GM0335,Montfoort,335,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,38245963.4221764,36380.5807402269,2021-07-22T00:00:00Z,1529,29,8,13920,10984.2,208.3,57.5,200
0209,GM0209,Beuningen,209,Gelderland,PV25,25,Gelderland-Zuid,VR08,8,GGD Gelderland-Zuid,GG2014,2014,47034770.5729065,31059.232995613,2021-07-22T00:00:00Z,2626,41,22,25891,10142.5,158.4,85,40
0532,GM0532,Stede Broec,532,Noord-Holland,PV27,27,Noord-Holland-Noord,VR10,10,GGD Hollands-Noorden,GG2707,2707,15608942.0216293,16652.3599587963,2021-07-22T00:00:00Z,2735,30,15,21734,12584,138,69,274
0762,GM0762,Deurne,762,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,118352203.482491,54608.5915205223,2021-07-22T00:00:00Z,3974,91,42,32474,12237.5,280.2,129.3,75
1734,GM1734,Overbetuwe,1734,Gelderland,PV25,25,Gelderland-Midden,VR07,7,Veiligheids- en Gezondheidsregio Gelderland-Midden,GG1911,1911,115061619.712151,60252.3361537276,2021-07-22T00:00:00Z,4131,74,30,47909,8622.6,154.5,62.6,234
0147,GM0147,Borne,147,Overijssel,PV23,23,Twente,VR05,5,GGD Twente,GG1106,1106,26173185.750351,25173.7565954823,2021-07-22T00:00:00Z,2682,30,38,23313,11504.3,128.7,163,48
0096,GM0096,Vlieland,96,Friesland,PV21,21,Fryslân,VR02,2,GGD Fryslân,GG7206,7206,43494046.7125549,54417.3146069891,2021-07-22T00:00:00Z,72,0,0,1152,6250,0,0,309
0556,GM0556,Maassluis,556,Zuid-Holland,PV28,28,Rotterdam-Rijnmond,VR17,17,GGD Rotterdam-Rijnmond,GG4607,4607,10128634.84198,15282.0240937127,2021-07-22T00:00:00Z,3721,69,34,33216,11202.4,207.7,102.4,186
0307,GM0307,Amersfoort,307,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,63834637.6518745,53006.2816778329,2021-07-22T00:00:00Z,15781,261,139,157279,10033.8,165.9,88.4,16
1930,GM1930,Nissewaard,1930,Zuid-Holland,PV28,28,Rotterdam-Rijnmond,VR17,17,GGD Rotterdam-Rijnmond,GG4607,4607,81225789.2945366,49524.0418727575,2021-07-22T00:00:00Z,9448,185,99,85237,11084.4,217,116.1,208
1701,GM1701,Westerveld,1701,Drenthe,PV22,22,Drenthe,VR03,3,GGD Drente,GG0706,706,282761512.169823,97429.1169067391,2021-07-22T00:00:00Z,1030,17,22,19460,5292.9,87.4,113.1,327
0160,GM0160,Hardenberg,160,Overijssel,PV23,23,IJsselland,VR04,4,GGD Ijsselland,GG1009,1009,317133882.895287,120850.62068459,2021-07-22T00:00:00Z,6056,60,37,60940,9937.6,98.5,60.7,121
0274,GM0274,Renkum,274,Gelderland,PV25,25,Gelderland-Midden,VR07,7,Veiligheids- en Gezondheidsregio Gelderland-Midden,GG1911,1911,47219987.7603531,34931.4189614599,2021-07-22T00:00:00Z,2250,37,26,31404,7164.7,117.8,82.8,243
0755,GM0755,Boekel,755,Noord-Brabant,PV30,30,Brabant-Noord,VR21,21,GGD Hart voor Brabant,GG5406,5406,34527220.0046921,25272.8877584404,2021-07-22T00:00:00Z,1114,42,23,10784,10330.1,389.5,213.3,46
0189,GM0189,Wierden,189,Overijssel,PV23,23,Twente,VR05,5,GGD Twente,GG1106,1106,95386986.1706924,54076.6289688284,2021-07-22T00:00:00Z,3316,21,27,24440,13567.9,85.9,110.5,333
1891,GM1891,Dantumadiel,1891,Friesland,PV21,21,Fryslân,VR02,2,GGD Fryslân,GG7206,7206,87513747.8087082,46186.901059035,2021-07-22T00:00:00Z,1518,18,17,18916,8025,95.2,89.9,67
0542,GM0542,Krimpen aan den IJssel,542,Zuid-Holland,PV28,28,Rotterdam-Rijnmond,VR17,17,GGD Rotterdam-Rijnmond,GG4607,4607,8940012.13277054,16308.9118465726,2021-07-22T00:00:00Z,3963,49,71,29533,13418.9,165.9,240.4,161
0114,GM0114,Emmen,114,Drenthe,PV22,22,Drenthe,VR03,3,GGD Drente,GG0706,706,346239095.184975,80973.7958570209,2021-07-22T00:00:00Z,9410,166,79,107055,8789.9,155.1,73.8,96
0946,GM0946,Nederweert,946,Limburg,PV31,31,Limburg-Noord,VR23,23,GGD Limburg-Noord,GG6011,6011,101785800.937824,49549.9253671564,2021-07-22T00:00:00Z,2387,47,20,17022,14023,276.1,117.5,203
0384,GM0384,Diemen,384,Noord-Holland,PV27,27,Amsterdam-Amstelland,VR13,13,GGD Amsterdam,GG3406,3406,12985603.5990524,21217.9186128515,2021-07-22T00:00:00Z,3615,53,36,30781,11744.3,172.2,117,77
0858,GM0858,Valkenswaard,858,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,56483786.3020592,44617.0597967934,2021-07-22T00:00:00Z,3598,59,63,31200,11532.1,189.1,201.9,299
0569,GM0569,Nieuwkoop,569,Zuid-Holland,PV28,28,Hollands Midden,VR16,16,GGD Hollands-Midden,GG4506,4506,91154359.603344,54956.4776832292,2021-07-22T00:00:00Z,3537,46,22,28809,12277.4,159.7,76.4,205
0603,GM0603,Rijswijk,603,Zuid-Holland,PV28,28,Haaglanden,VR15,15,GGD Haaglanden,GG7014,7014,14487177.2888184,16991.4026271738,2021-07-22T00:00:00Z,5347,134,76,54432,9823.3,246.2,139.6,250
1706,GM1706,Cranendonck,1706,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,78076206.868763,44632.2720595509,2021-07-22T00:00:00Z,2724,79,52,21166,12869.7,373.2,245.7,63
1598,GM1598,Koggenland,1598,Noord-Holland,PV27,27,Noord-Holland-Noord,VR10,10,GGD Hollands-Noorden,GG2707,2707,83355996.0586777,47326.2740204524,2021-07-22T00:00:00Z,2842,24,24,22752,12491.2,105.5,105.5,160
0373,GM0373,Bergen (NH.),373,Noord-Holland,PV27,27,Noord-Holland-Noord,VR10,10,GGD Hollands-Noorden,GG2707,2707,99965694.457161,53001.4782035034,2021-07-22T00:00:00Z,2738,39,38,29844,9174.4,130.7,127.3,35
1676,GM1676,Schouwen-Duiveland,1676,Zeeland,PV29,29,Zeeland,VR19,19,GGD Zeeland,GG5006,5006,238450338.036651,145022.737969849,2021-07-22T00:00:00Z,2307,55,25,33858,6813.8,162.4,73.8,261
0439,GM0439,Purmerend,439,Noord-Holland,PV27,27,Zaanstreek-Waterland,VR11,11,GGD Zaanstreek/Waterland,GG7306,7306,24553659.236824,23494.5999069257,2021-07-22T00:00:00Z,8967,193,84,81233,11038.6,237.6,103.4,239
1655,GM1655,Halderberge,1655,Noord-Brabant,PV30,30,Midden- en West-Brabant,VR20,20,GGD West-Brabant,GG5206,5206,75201605.7670174,43593.5911200686,2021-07-22T00:00:00Z,3299,57,27,30277,10896.1,188.3,89.2,120
0518,GM0518,'s-Gravenhage,518,Zuid-Holland,PV28,28,Haaglanden,VR15,15,GGD Haaglanden,GG7014,7014,85731024.9444771,79827.5689376546,2021-07-22T00:00:00Z,58914,1701,556,545163,10806.7,312,102,1
0622,GM0622,Vlaardingen,622,Zuid-Holland,PV28,28,Rotterdam-Rijnmond,VR17,17,GGD Rotterdam-Rijnmond,GG4607,4607,26656698.7500591,21668.3964120139,2021-07-22T00:00:00Z,9263,175,91,73445,12612.2,238.3,123.9,308
0981,GM0981,Vaals,981,Limburg,PV31,31,Zuid-Limburg,VR24,24,GGD Zuid-Limburg,GG6106,6106,23896755.6714172,25833.0481104048,2021-07-22T00:00:00Z,735,24,14,10099,7277.9,237.6,138.6,297
0772,GM0772,Eindhoven,772,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,88946725.7625313,49066.743714913,2021-07-22T00:00:00Z,25166,453,356,234456,10733.8,193.2,151.8,94
0225,GM0225,Druten,225,Gelderland,PV25,25,Gelderland-Zuid,VR08,8,GGD Gelderland-Zuid,GG2014,2014,42458881.5984726,37594.9851509286,2021-07-22T00:00:00Z,2050,40,27,18918,10836.2,211.4,142.7,86
1783,GM1783,Westland,1783,Zuid-Holland,PV28,28,Haaglanden,VR15,15,GGD Haaglanden,GG7014,7014,83205347.9197826,54249.414693119,2021-07-22T00:00:00Z,14797,189,86,110357,13408.3,171.3,77.9,330
1658,GM1658,Heeze-Leende,1658,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,105038995.418259,50532.366976795,2021-07-22T00:00:00Z,1644,23,13,16150,10179.6,142.4,80.5,132
1774,GM1774,Dinkelland,1774,Overijssel,PV23,23,Twente,VR05,5,GGD Twente,GG1106,1106,176745690.902061,87956.9989811653,2021-07-22T00:00:00Z,3509,37,35,26470,13256.5,139.8,132.2,78
0687,GM0687,Middelburg,687,Zeeland,PV29,29,Zeeland,VR19,19,GGD Zeeland,GG5006,5006,53051318.768033,40734.1166848912,2021-07-22T00:00:00Z,3794,78,25,48810,7773,159.8,51.2,192
0340,GM0340,Rhenen,340,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,43801352.9161453,34063.9079870069,2021-07-22T00:00:00Z,2539,42,21,20125,12616.1,208.7,104.3,247
0888,GM0888,Beek,888,Limburg,PV31,31,Zuid-Limburg,VR24,24,GGD Zuid-Limburg,GG6106,6106,21029988.7092781,24133.9566315469,2021-07-22T00:00:00Z,1601,32,12,15868,10089.5,201.7,75.6,28
0899,GM0899,Brunssum,899,Limburg,PV31,31,Zuid-Limburg,VR24,24,GGD Zuid-Limburg,GG6106,6106,17338704.9252548,18875.1169302942,2021-07-22T00:00:00Z,2896,89,52,27817,10410.9,319.9,186.9,56
0627,GM0627,Waddinxveen,627,Zuid-Holland,PV28,28,Hollands Midden,VR16,16,GGD Hollands-Midden,GG4506,4506,29401789.8420753,29859.8713212965,2021-07-22T00:00:00Z,3186,72,16,29293,10876.3,245.8,54.6,318
0770,GM0770,Eersel,770,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,83325919.3193779,62455.3447514275,2021-07-22T00:00:00Z,2547,49,26,19314,13187.3,253.7,134.6,92
0158,GM0158,Haaksbergen,158,Overijssel,PV23,23,Twente,VR05,5,GGD Twente,GG1106,1106,105495498.718269,49388.0303424175,2021-07-22T00:00:00Z,2831,34,32,24309,11645.9,139.9,131.6,116
0252,GM0252,Heumen,252,Gelderland,PV25,25,Gelderland-Zuid,VR08,8,GGD Gelderland-Zuid,GG2014,2014,41511598.3887634,31639.9804043624,2021-07-22T00:00:00Z,1537,27,19,16450,9343.5,164.1,115.5,140
0228,GM0228,Ede,228,Gelderland,PV25,25,Gelderland-Midden,VR07,7,Veiligheids- en Gezondheidsregio Gelderland-Midden,GG1911,1911,318605031.484032,86933.8398008727,2021-07-22T00:00:00Z,12678,144,86,117166,10820.5,122.9,73.4,90
0654,GM0654,Borsele,654,Zeeland,PV29,29,Zeeland,VR19,19,GGD Zeeland,GG5006,5006,143288875.635956,65061.5753525536,2021-07-22T00:00:00Z,1667,42,6,22738,7331.3,184.7,26.4,49
0820,GM0820,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,33905218.8997459,34506.5782435276,2021-07-22T00:00:00Z,2312,34,22,23379,9889.2,145.4,94.1,214
0296,GM0296,Wijchen,296,Gelderland,PV25,25,Gelderland-Zuid,VR08,8,GGD Gelderland-Zuid,GG2014,2014,69683728.060318,44267.5668113041,2021-07-22T00:00:00Z,4400,82,60,41124,10699.3,199.4,145.9,334
1916,GM1916,Leidschendam-Voorburg,1916,Zuid-Holland,PV28,28,Haaglanden,VR15,15,GGD Haaglanden,GG7014,7014,35662872.5445518,36344.3763125663,2021-07-22T00:00:00Z,7219,160,84,76553,9430.1,209,109.7,173
1966,GM1966,Het Hogeland,1966,Groningen,PV20,20,Groningen,VR01,1,GGD Groningen,GG0111,111,496395482.865387,202581.824495752,2021-07-22T00:00:00Z,3906,33,20,47834,8165.7,69,41.8,139
0928,GM0928,Kerkrade,928,Limburg,PV31,31,Zuid-Limburg,VR24,24,GGD Zuid-Limburg,GG6106,6106,22146003.6338959,26324.6778524184,2021-07-22T00:00:00Z,4168,142,96,45744,9111.6,310.4,209.9,159
0847,GM0847,Someren,847,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,81502846.4261742,41366.9294075913,2021-07-22T00:00:00Z,2352,48,13,19376,12138.7,247.7,67.1,270
0109,GM0109,Coevorden,109,Drenthe,PV22,22,Drenthe,VR03,3,GGD Drente,GG0706,706,299637365.241676,88286.3428932405,2021-07-22T00:00:00Z,3029,57,31,35296,8581.7,161.5,87.8,62
0164,GM0164,Hengelo,164,Overijssel,PV23,23,Twente,VR05,5,GGD Twente,GG1106,1106,61811933.0008545,47025.1395833646,2021-07-22T00:00:00Z,7879,78,68,81147,9709.5,96.1,83.8,138
0080,GM0080,Leeuwarden,80,Friesland,PV21,21,Fryslân,VR02,2,GGD Fryslân,GG7206,7206,255588130.055664,124899.984484755,2021-07-22T00:00:00Z,8141,104,74,124055,6562.3,83.8,59.6,170
0392,GM0392,Haarlem,392,Noord-Holland,PV27,27,Kennemerland,VR12,12,GGD Kennemerland,GG3109,3109,32079410.2279511,30151.9747051223,2021-07-22T00:00:00Z,14996,221,150,162961,9202.2,135.6,92,118
0396,GM0396,Heemskerk,396,Noord-Holland,PV27,27,Kennemerland,VR12,12,GGD Kennemerland,GG3109,3109,27818826.3785477,28780.5633569947,2021-07-22T00:00:00Z,4302,63,32,39188,10977.9,160.8,81.7,126
0718,GM0718,Vlissingen,718,Zeeland,PV29,29,Zeeland,VR19,19,GGD Zeeland,GG5006,5006,35223496.1575565,62781.5331877128,2021-07-22T00:00:00Z,3502,130,32,44365,7893.6,293,72.1,310
0498,GM0498,Drechterland,498,Noord-Holland,PV27,27,Noord-Holland-Noord,VR10,10,GGD Hollands-Noorden,GG2707,2707,60022047.1051178,37220.5000852682,2021-07-22T00:00:00Z,2322,25,13,19717,11776.6,126.8,65.9,83
1509,GM1509,Oude IJsselstreek,1509,Gelderland,PV25,25,Noord- en Oost-Gelderland,VR06,6,GGD Noord- en Oost-Gelderland,GG1413,1413,137950185.312645,77212.0592677261,2021-07-22T00:00:00Z,4342,49,45,39392,11022.5,124.4,114.2,231
